,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
33795,11015,5,11,0,1,other,1,41,3.0,12,1,0,67,0
33796,43016,4,24,0,1,sourcing,1,29,1.0,6,0,0,60,0
33797,51104,7,7,0,0,sourcing,1,30,3.329255780917055,1,0,0,51,0
33798,25958,7,15,0,1,other,1,29,4.0,2,1,0,53,0
33799,28413,4,14,2,1,other,1,31,3.0,5,1,1,58,0
33800,60520,4,24,0,1,sourcing,1,30,2.0,4,0,0,58,0
33801,22169,2,14,2,1,other,1,34,3.0,2,1,1,49,0
33802,52545,7,28,0,1,other,2,32,5.0,7,1,0,52,0
33803,57625,4,31,1,1,other,1,25,3.329255780917055,1,1,0,62,1
33804,72961,1,11,0,1,other,2,25,3.329255780917055,1,0,0,60,0
33805,39032,0,5,0,1,other,1,36,1.0,7,0,0,84,0
33806,30348,7,7,0,1,sourcing,1,52,5.0,2,0,0,51,0
33807,75672,0,25,0,1,other,1,28,2.0,2,0,0,87,0
33808,25424,7,14,0,1,sourcing,1,28,4.0,2,1,0,49,0
33809,59948,0,25,0,1,sourcing,1,24,3.0,2,0,0,91,0
33810,37065,1,11,2,1,other,1,44,3.0,18,1,0,57,0
33811,20942,4,28,0,1,other,1,28,5.0,3,1,0,58,0
33812,1237,7,17,0,1,sourcing,2,27,3.0,3,0,0,49,0
33813,19068,2,24,0,1,other,1,24,1.0,3,0,0,50,0
33814,69283,5,11,0,1,sourcing,1,42,4.0,14,0,0,69,0
33815,42326,7,13,2,1,sourcing,1,26,3.329255780917055,1,0,0,48,0
33816,37985,0,14,0,1,sourcing,1,28,5.0,6,1,0,84,1
33817,41833,2,11,0,1,other,1,26,2.0,3,0,0,50,0
33818,49350,7,14,0,1,sourcing,1,30,1.0,4,0,0,52,0
33819,57025,2,20,2,1,other,1,38,4.0,9,0,0,51,0
33820,67925,0,20,2,1,other,1,32,3.0,7,0,0,83,0
33821,9007,7,11,0,0,other,1,56,5.0,9,0,0,55,0
33822,55759,7,32,0,1,other,1,27,3.0,3,0,0,81,1
33823,64697,0,14,0,0,sourcing,1,34,5.0,7,0,0,88,0
33824,515,5,28,0,1,sourcing,1,31,3.0,7,0,0,65,0
33825,59366,2,14,0,0,referred,1,26,5.0,3,0,0,53,0
33826,40785,7,11,0,1,other,1,41,4.0,13,0,0,46,0
33827,13510,5,31,2,0,sourcing,1,36,4.0,8,0,0,64,0
33828,60120,8,24,0,1,other,3,24,3.0,2,1,0,79,0
33829,55968,8,11,0,0,other,1,30,3.0,6,0,0,79,0
33830,60848,7,20,0,1,other,1,28,3.329255780917055,1,0,0,49,0
33831,48014,4,31,2,1,sourcing,1,37,5.0,10,1,0,62,0
33832,11207,1,14,0,1,sourcing,1,25,3.0,2,1,0,58,0
33833,1499,7,17,2,1,other,1,35,4.0,6,1,0,46,1
33834,34732,8,0,0,1,sourcing,1,30,3.0,4,1,0,78,0
33835,50141,5,11,0,0,referred,1,37,5.0,2,1,0,68,1
33836,20198,5,4,2,0,other,2,37,4.0,8,0,0,69,0
33837,29044,4,2,2,1,other,1,38,2.0,7,0,0,62,0
33838,19043,7,18,0,1,sourcing,1,33,5.0,6,0,0,53,0
33839,32498,4,3,0,0,sourcing,1,34,4.0,6,0,0,63,0
33840,22868,4,18,0,1,other,2,28,3.0,6,0,0,57,0
33841,2536,8,18,0,1,other,1,40,3.0,7,0,0,81,0
33842,75839,4,31,0,1,sourcing,1,35,5.0,9,1,0,60,0
33843,74460,7,31,0,1,other,1,24,3.329255780917055,1,0,0,49,0
33844,62149,0,31,0,1,sourcing,2,29,5.0,6,1,0,80,0
33845,31671,4,31,0,0,other,1,28,2.0,3,0,0,58,0
33846,42149,4,31,0,1,other,1,54,3.0,2,0,0,60,0
33847,46199,1,14,0,1,other,1,28,3.329255780917055,1,0,0,64,0
33848,15668,4,11,2,1,sourcing,1,42,3.0,14,1,0,61,1
33849,77431,4,28,0,0,other,1,37,1.0,7,0,0,62,0
33850,16982,8,31,2,1,other,1,37,3.0,5,0,0,78,0
33851,8467,8,18,0,1,sourcing,1,29,5.0,5,1,0,79,1
33852,23882,5,31,0,0,other,1,32,4.0,6,0,0,68,0
33853,33580,8,11,0,1,referred,1,55,5.0,13,0,0,79,0
33854,78081,7,31,0,1,other,2,24,3.0,3,0,0,48,0
33855,71353,7,31,2,0,sourcing,1,45,4.0,12,1,0,49,0
33856,70733,0,32,0,1,other,1,28,3.0,4,1,0,86,1
33857,61265,5,24,0,0,sourcing,2,34,3.0,6,0,0,72,0
33858,35574,0,31,0,1,other,1,26,5.0,2,1,0,85,0
33859,47724,7,24,2,1,other,1,38,3.0,12,0,0,49,0
33860,21701,8,31,2,1,sourcing,1,37,5.0,10,1,0,80,0
33861,465,3,4,2,1,sourcing,1,36,3.0,4,0,0,66,0
33862,2964,5,16,0,0,other,1,28,3.329255780917055,1,0,0,72,0
33863,42239,8,18,2,1,other,1,39,5.0,13,1,0,78,0
33864,21679,7,13,0,1,other,1,34,5.0,8,0,0,48,0
33865,24660,8,32,0,0,sourcing,1,32,3.329255780917055,1,0,0,83,0
33866,5061,5,12,0,1,other,2,37,3.0,5,0,0,70,0
33867,12006,5,11,2,0,sourcing,1,57,5.0,27,0,0,69,0
33868,40915,4,13,0,1,other,1,39,3.0,6,0,0,59,0
33869,54043,7,11,0,0,other,1,50,2.0,12,0,0,52,0
33870,9544,7,6,0,1,sourcing,1,29,2.0,5,0,0,51,0
33871,15500,4,11,2,0,other,1,35,4.0,8,1,0,54,0
33872,17593,8,24,0,1,sourcing,1,30,4.0,3,1,0,91,1
33873,61635,7,11,0,1,referred,1,35,4.0,7,1,0,52,0
33874,59712,8,20,0,1,other,1,27,3.0,2,0,0,82,0
33875,35462,3,19,0,1,other,1,32,3.0,4,0,0,57,0
33876,69058,5,8,2,0,other,1,52,5.0,11,1,0,75,0
33877,12310,7,14,0,0,sourcing,2,24,3.329255780917055,1,0,0,49,0
33878,13750,7,18,0,1,other,4,29,1.0,6,0,0,51,0
33879,37918,7,31,2,1,sourcing,1,38,3.0,10,0,1,46,0
33880,58732,4,11,0,0,sourcing,1,44,4.0,7,1,0,61,1
33881,3219,4,25,0,0,sourcing,1,31,3.0,5,0,0,58,0
33882,13574,4,5,0,1,sourcing,2,34,5.0,2,1,0,59,0
33883,6903,6,11,0,1,other,1,32,3.0,4,0,0,85,0
33884,1347,7,14,0,1,sourcing,1,38,3.0,12,0,0,50,0
33885,32707,4,6,0,1,sourcing,1,31,5.0,5,1,0,60,0
33886,9598,7,7,0,1,other,1,52,3.0,7,0,0,49,0
33887,891,7,6,2,1,other,1,48,4.0,16,0,0,51,0
33888,29132,0,18,0,1,other,1,41,3.0,15,0,0,80,0
33889,67697,7,31,0,1,sourcing,1,27,3.0,3,0,0,51,0
33890,3460,4,6,0,0,other,1,30,5.0,4,1,0,64,0
33891,11223,0,31,0,1,other,1,29,5.0,4,1,1,86,1
33892,1013,0,14,0,1,sourcing,2,27,5.0,1,1,0,82,0
33893,62988,5,11,2,1,other,1,37,5.0,5,1,0,71,0
33894,3064,5,11,0,1,other,1,28,3.0,8,0,0,70,0
33895,33144,4,6,0,1,referred,1,38,3.0,9,0,0,62,0
33896,70448,0,28,0,1,other,1,27,3.0,3,1,0,87,0
33897,73443,5,28,2,0,other,1,35,2.0,9,0,0,73,0
33898,66322,8,14,2,1,other,2,33,5.0,5,1,0,77,0
33899,43827,4,28,2,0,other,1,45,3.0,14,0,0,63,0
33900,1244,4,7,2,1,sourcing,1,38,3.0,7,0,0,62,0
33901,35118,0,14,0,1,sourcing,1,32,1.0,7,0,0,83,0
33902,69034,7,19,0,1,sourcing,1,27,4.0,1,1,0,51,0
33903,44474,8,17,2,0,sourcing,1,33,2.0,5,0,0,77,0
33904,45540,7,14,2,1,sourcing,1,31,1.0,4,0,0,53,0
33905,12961,0,19,0,1,other,2,28,3.329255780917055,1,0,0,87,0
33906,48035,4,1,2,1,other,2,38,3.0,7,0,0,63,0
33907,2146,5,11,0,1,other,2,38,5.0,3,1,0,67,0
33908,46170,4,4,2,0,other,1,35,1.0,5,1,0,61,0
33909,48343,7,31,2,1,other,1,47,1.0,6,0,0,48,0
33910,6348,7,20,0,1,other,1,29,5.0,5,1,0,49,0
33911,41328,0,31,0,0,sourcing,1,29,3.0,2,1,0,86,0
33912,19311,7,10,0,1,other,1,35,4.0,8,0,0,49,0
33913,39499,0,11,2,1,sourcing,1,35,2.0,3,1,0,85,0
33914,51718,5,11,0,1,other,1,26,1.0,3,0,0,66,0
33915,5017,4,11,0,0,sourcing,1,38,4.0,9,0,0,60,0
33916,62453,7,31,0,1,sourcing,1,31,2.0,5,0,0,44,0
33917,67954,7,24,0,1,other,1,26,4.0,5,0,0,48,0
33918,40218,7,6,0,1,other,1,32,1.0,9,0,0,48,0
33919,41706,7,6,0,0,sourcing,1,29,3.329255780917055,1,1,0,52,0
33920,45515,7,7,0,0,sourcing,1,39,3.0,10,0,0,65,1
33921,65542,4,11,2,1,other,2,46,3.0,11,0,0,62,0
33922,39939,4,29,0,1,sourcing,1,47,3.0,6,0,0,65,0
33923,26275,4,28,2,0,sourcing,1,41,1.0,10,0,0,55,0
33924,47342,4,14,0,0,other,2,29,5.0,5,1,0,62,0
33925,6422,7,31,0,1,other,1,41,3.0,6,1,0,50,0
33926,54766,4,11,2,1,other,1,52,2.0,11,0,0,61,0
33927,42020,4,6,0,1,other,1,33,4.0,2,0,0,64,0
33928,57488,2,31,2,1,sourcing,1,35,3.0,2,0,0,49,0
33929,23157,1,11,0,1,sourcing,1,27,4.0,3,1,0,61,0
33930,55247,7,7,0,1,other,2,33,1.0,2,0,0,51,0
33931,41556,5,8,2,0,other,1,42,4.0,14,0,0,70,0
33932,56727,7,23,0,1,other,1,35,3.0,3,0,0,54,0
33933,47119,6,31,0,1,sourcing,1,32,1.0,7,0,0,85,0
33934,36123,5,2,0,0,other,1,34,1.0,10,0,0,71,0
33935,3721,8,31,0,1,other,1,47,5.0,5,1,0,80,0
33936,29524,0,15,0,1,other,2,29,5.0,2,1,0,88,0
33937,33858,7,11,0,0,sourcing,1,45,3.0,5,0,0,45,0
33938,29381,8,31,0,1,other,1,37,4.0,7,0,0,81,0
33939,54281,7,31,0,0,sourcing,2,31,4.0,9,1,0,46,0
33940,28287,8,21,0,1,other,1,28,3.329255780917055,1,1,0,80,0
33941,33629,7,2,0,1,sourcing,1,27,5.0,3,1,0,52,0
33942,9687,8,14,0,1,other,2,30,3.0,3,0,0,77,0
33943,58018,4,4,0,1,other,1,38,5.0,2,0,0,56,0
33944,22987,7,9,0,1,sourcing,1,25,4.0,3,0,0,50,0
33945,6941,5,11,0,0,other,1,25,5.0,2,1,0,65,0
33946,65286,7,2,0,1,other,1,33,4.0,9,0,0,50,0
33947,34928,8,14,0,1,sourcing,2,38,3.0,9,0,0,82,0
33948,37463,8,31,0,1,sourcing,1,52,4.0,19,1,0,82,0
33949,43259,0,31,0,1,sourcing,1,49,5.0,20,1,0,81,0
33950,70864,7,8,0,1,sourcing,1,46,3.0,4,0,0,50,0
33951,57838,7,29,0,0,other,1,35,1.0,9,0,0,50,0
33952,64445,8,31,0,0,other,1,43,5.0,16,1,0,79,0
33953,39019,8,11,1,0,other,1,21,4.0,2,1,1,81,0
33954,60584,7,29,0,1,other,2,31,3.329255780917055,1,1,0,50,0
33955,34168,0,14,0,1,sourcing,2,30,1.0,5,1,0,88,1
33956,32868,7,31,0,1,other,1,39,3.0,5,1,0,54,0
33957,72517,4,13,0,1,other,1,31,3.0,3,0,0,62,0
33958,38564,5,11,2,1,other,3,59,4.0,5,0,0,69,0
33959,58964,8,31,0,1,other,1,28,2.0,3,0,0,92,1
33960,11158,4,24,0,1,other,1,34,5.0,9,1,0,59,0
33961,15733,4,27,2,1,other,1,39,4.0,4,1,0,58,0
33962,68838,4,6,0,0,sourcing,1,32,4.0,5,0,0,53,0
33963,67271,2,14,0,0,sourcing,1,33,3.0,6,0,0,49,0
33964,36257,8,1,2,1,sourcing,1,35,1.0,10,0,0,79,0
33965,52487,7,20,2,0,other,2,37,5.0,7,0,0,49,0
33966,28672,7,12,0,1,sourcing,1,38,3.0,8,0,0,55,0
33967,25523,7,11,0,1,other,1,26,3.0,3,0,0,50,0
33968,69857,1,7,0,0,sourcing,1,31,3.0,6,1,0,63,0
33969,61712,4,4,0,0,sourcing,1,27,3.0,4,1,0,65,0
33970,63698,0,14,2,1,sourcing,1,40,3.0,10,0,0,81,0
33971,58783,4,11,0,0,other,1,34,4.0,8,1,0,60,0
33972,38440,4,14,0,1,sourcing,2,26,3.329255780917055,1,1,0,61,1
33973,73148,5,6,2,1,other,1,41,2.0,9,1,0,71,0
33974,3798,4,23,0,1,sourcing,1,32,3.0,7,0,0,62,0
33975,63760,7,1,0,1,sourcing,1,35,4.0,3,1,0,49,0
33976,69320,7,2,0,1,other,1,46,5.0,17,0,0,46,0
33977,31465,5,11,2,1,sourcing,1,38,4.0,7,0,0,66,0
33978,70636,1,11,0,1,sourcing,2,33,1.0,2,0,0,63,0
33979,75706,7,12,0,1,other,3,28,3.0,5,1,1,51,0
33980,10463,7,32,2,1,sourcing,1,32,5.0,4,1,0,48,0
33981,64214,0,11,0,1,other,1,46,5.0,3,1,0,83,0
33982,62760,8,10,0,1,sourcing,1,36,5.0,5,1,0,79,0
33983,46172,4,18,0,1,other,1,32,3.0,3,0,0,61,0
33984,9883,7,10,0,1,other,1,33,4.0,5,1,0,51,0
33985,22302,7,11,2,1,other,2,53,2.0,7,0,0,49,0
33986,76236,8,14,0,0,other,1,28,4.0,4,1,1,79,1
33987,77721,7,31,0,1,sourcing,1,31,1.0,3,0,0,53,0
33988,47511,4,31,2,1,other,1,55,3.0,7,0,0,61,0
33989,59265,8,11,2,0,sourcing,1,34,4.0,6,1,0,85,0
33990,55825,7,0,2,1,sourcing,1,39,5.0,10,1,0,92,1
33991,27813,3,11,2,1,other,1,50,3.0,7,0,0,65,0
33992,1889,7,21,0,1,other,2,35,3.0,8,0,0,50,0
33993,77355,5,11,0,1,sourcing,1,32,3.0,4,0,0,70,0
33994,38575,5,6,2,0,other,1,41,4.0,7,0,0,64,0
33995,62643,7,6,0,0,sourcing,1,30,3.0,7,0,0,43,0
33996,10962,4,14,0,1,referred,1,33,5.0,3,0,0,59,0
33997,63876,5,11,2,1,sourcing,1,47,3.0,6,0,0,63,0
33998,43464,7,11,0,1,other,1,42,4.0,2,0,0,48,0
33999,28615,4,6,0,0,other,1,36,3.0,8,1,1,92,1
34000,35414,7,31,2,1,other,1,37,4.0,8,0,0,50,0
34001,41948,7,29,2,1,other,2,30,1.0,2,1,0,47,0
34002,26202,5,4,2,1,sourcing,1,47,3.0,5,1,0,68,0
34003,49651,8,18,0,1,sourcing,1,33,1.0,2,1,0,81,0
34004,11088,8,18,0,0,other,1,27,3.0,2,1,0,78,1
34005,33750,0,11,0,1,sourcing,1,37,5.0,3,1,0,87,0
34006,19303,8,28,0,0,other,1,28,3.0,3,1,0,81,0
34007,5198,7,11,0,1,other,2,41,3.0,9,1,0,51,0
34008,57324,1,4,0,0,other,1,29,5.0,3,1,0,60,0
34009,59189,8,31,0,0,sourcing,2,50,4.0,22,0,0,73,0
34010,51288,7,19,0,1,sourcing,1,35,4.0,4,1,0,47,1
34011,49630,7,11,0,1,other,1,47,3.0,7,1,0,52,0
34012,62694,7,0,2,1,other,2,35,3.0,3,0,0,52,0
34013,19693,5,19,2,1,other,5,40,3.0,4,0,0,69,0
34014,36130,8,4,0,1,other,1,44,4.0,13,0,0,83,0
34015,25890,7,21,2,1,other,2,30,1.0,6,1,0,48,0
34016,47522,7,5,0,0,sourcing,1,34,4.0,7,0,0,49,0
34017,75969,0,14,0,0,sourcing,1,28,3.329255780917055,1,1,0,88,1
34018,56489,8,30,0,0,sourcing,1,29,3.329255780917055,1,0,0,77,0
34019,45102,0,26,2,1,other,1,35,3.0,4,0,0,80,0
34020,63421,7,14,0,0,sourcing,1,27,3.329255780917055,1,0,0,46,0
34021,34144,7,4,0,1,other,2,29,3.329255780917055,1,0,0,51,0
34022,42570,4,31,0,0,sourcing,2,33,5.0,7,0,0,75,1
34023,17109,2,20,2,1,other,1,32,3.0,6,0,0,50,0
34024,33815,4,5,0,1,sourcing,1,36,3.0,10,0,0,63,0
34025,44070,4,31,0,1,other,1,57,4.0,12,0,0,59,0
34026,16755,5,15,0,0,other,1,31,2.0,5,0,0,71,0
34027,70597,4,7,0,1,other,1,34,4.0,9,0,0,58,0
34028,4959,4,14,2,1,other,1,45,3.0,12,0,0,74,1
34029,22119,7,24,0,1,other,1,25,1.0,3,1,0,50,0
34030,60859,7,11,0,0,other,1,38,5.0,11,0,0,50,0
34031,4157,8,12,0,1,other,1,31,4.0,2,0,0,82,0
34032,4550,5,24,2,0,sourcing,1,36,3.0,3,0,0,69,0
34033,30010,0,14,0,1,other,2,30,4.0,3,1,0,86,0
34034,2024,5,32,0,1,other,1,30,1.0,5,0,0,70,0
34035,16935,3,31,0,0,sourcing,1,30,3.329255780917055,1,0,0,62,0
34036,10397,7,12,0,1,other,1,25,3.329255780917055,1,0,0,46,0
34037,42964,0,24,0,1,other,2,30,3.0,1,0,0,85,0
34038,25409,7,19,0,1,other,1,29,4.0,6,0,0,48,0
34039,37151,4,4,2,0,other,1,46,3.0,4,0,0,59,0
34040,12602,7,11,0,1,sourcing,1,31,3.0,4,0,0,53,0
34041,45798,1,18,0,1,sourcing,1,25,4.0,2,0,0,60,0
34042,36362,4,2,0,0,other,1,33,4.0,6,0,0,59,0
34043,3985,8,24,0,1,other,1,26,2.0,2,1,0,80,0
34044,36596,4,18,0,0,sourcing,1,27,3.0,3,1,0,62,0
34045,42040,0,0,2,1,other,2,30,3.0,4,1,0,84,0
34046,38214,4,22,0,1,other,1,28,3.329255780917055,1,0,0,55,0
34047,25713,4,20,0,1,other,1,28,5.0,2,0,0,69,1
34048,70450,1,11,0,1,other,1,31,1.0,4,0,0,56,0
34049,54818,4,32,0,0,other,1,26,3.0,2,0,0,60,0
34050,40239,4,28,0,1,sourcing,1,26,2.0,1,1,0,56,0
34051,49899,7,21,0,1,sourcing,1,30,5.0,6,0,0,52,0
34052,49608,7,15,0,0,sourcing,1,28,3.329255780917055,1,0,0,53,0
34053,42311,3,11,0,1,other,1,54,3.0,8,0,0,59,0
34054,65517,8,18,0,0,sourcing,1,26,5.0,2,0,0,81,1
34055,70211,5,11,2,1,sourcing,1,41,5.0,12,0,0,69,0
34056,53022,1,11,0,1,other,3,36,2.0,5,1,0,55,0
34057,5982,7,18,0,1,other,1,33,5.0,7,0,0,53,0
34058,54136,5,29,0,0,other,1,29,4.0,3,1,0,69,0
34059,17325,7,14,0,1,other,1,37,5.0,10,0,0,52,0
34060,74834,7,23,0,1,other,1,29,4.0,4,1,0,49,0
34061,19067,7,4,0,1,other,3,27,4.0,4,0,0,49,0
34062,25176,7,15,0,1,sourcing,1,35,2.0,8,0,0,50,0
34063,45729,1,18,0,0,other,1,26,5.0,2,1,0,58,1
34064,17497,2,25,0,1,other,1,30,3.0,4,0,0,49,0
34065,63133,3,14,0,1,other,1,31,1.0,5,0,0,56,0
34066,41831,0,14,0,1,sourcing,1,29,5.0,6,1,0,80,0
34067,50313,0,20,0,1,other,1,28,3.0,2,1,0,79,0
34068,43186,0,18,0,1,sourcing,1,43,3.0,6,0,0,79,0
34069,1724,0,14,2,1,other,1,46,3.0,17,1,1,83,0
34070,47441,4,11,0,1,sourcing,1,45,3.0,15,1,0,59,0
34071,73505,5,12,0,1,other,1,26,3.329255780917055,1,1,0,73,0
34072,39692,7,11,2,0,other,1,56,1.0,16,1,0,55,0
34073,56068,2,11,0,1,other,1,51,3.0,17,0,0,53,0
34074,39731,8,27,0,1,sourcing,1,27,3.329255780917055,1,0,0,80,0
34075,8024,4,7,0,1,other,1,50,3.0,15,0,0,59,0
34076,49474,4,6,0,0,sourcing,1,39,4.0,8,0,0,74,1
34077,3748,7,29,0,1,other,1,42,3.0,16,0,0,48,0
34078,48544,5,11,0,1,sourcing,1,27,3.329255780917055,1,1,0,71,0
34079,16008,4,11,0,1,sourcing,1,40,4.0,6,1,0,56,0
34080,580,4,11,2,0,sourcing,3,44,4.0,15,1,0,61,0
34081,24517,1,11,0,0,sourcing,1,34,3.0,9,0,0,62,0
34082,9825,7,14,0,0,other,1,28,3.0,10,1,0,52,0
34083,56144,1,14,0,1,other,1,28,3.0,6,0,0,70,1
34084,46212,7,14,0,1,sourcing,1,27,1.0,3,1,0,50,0
34085,4647,4,6,0,1,sourcing,1,30,5.0,4,0,0,62,0
34086,61307,0,2,0,1,other,1,31,4.0,6,0,0,90,0
34087,75599,1,14,0,1,sourcing,1,31,2.0,2,1,0,60,1
34088,39260,5,11,0,1,other,1,34,5.0,10,1,0,69,0
34089,74174,7,19,0,1,other,1,24,2.0,2,1,0,51,0
34090,67912,7,20,0,1,other,1,31,1.0,3,0,0,51,0
34091,39860,4,18,0,0,other,1,28,3.0,4,1,0,61,0
34092,3887,4,10,2,1,sourcing,2,46,3.0,15,0,0,60,0
34093,38734,4,25,2,0,sourcing,1,37,5.0,8,0,0,71,1
34094,66216,5,16,0,0,other,1,27,2.0,2,0,0,63,0
34095,26840,7,14,0,0,other,2,27,2.0,2,0,0,51,0
34096,65108,6,11,2,1,sourcing,2,50,4.0,16,0,0,88,0
34097,22415,2,17,2,1,sourcing,1,34,3.0,7,0,0,55,0
34098,64677,7,19,0,1,sourcing,1,43,1.0,12,0,0,49,0
34099,42796,4,21,0,1,sourcing,1,44,5.0,16,1,0,60,0
34100,47148,2,31,0,1,other,1,30,5.0,5,0,0,51,0
34101,61685,7,20,0,1,other,1,42,3.0,13,0,0,46,0
34102,22566,5,4,2,1,other,1,34,3.0,6,0,0,70,0
34103,59028,0,27,0,1,other,2,31,5.0,7,0,0,85,0
34104,42008,7,4,0,1,sourcing,1,50,1.0,19,0,0,46,0
34105,48739,4,7,2,1,sourcing,1,38,4.0,7,0,0,58,0
34106,36654,7,6,0,1,other,1,49,3.0,8,1,0,47,1
34107,67441,8,19,0,1,other,1,27,3.0,5,0,0,82,1
34108,18099,1,11,0,1,sourcing,1,37,3.0,9,0,0,59,0
34109,36998,4,18,0,0,other,1,30,4.0,5,0,0,74,1
34110,57815,5,1,2,1,other,1,38,1.0,10,0,0,68,0
34111,28915,0,17,0,1,sourcing,1,27,1.0,3,0,0,87,0
34112,37049,4,21,0,0,other,1,28,5.0,2,1,0,60,0
34113,23632,0,14,0,0,other,1,28,3.0,5,0,0,87,0
34114,6101,5,1,2,1,other,1,44,3.0,13,0,0,72,0
34115,68316,7,11,0,1,other,1,53,3.0,7,0,0,45,0
34116,32068,4,11,0,1,other,3,35,4.0,6,0,0,57,0
34117,49368,5,18,2,0,sourcing,1,41,4.0,9,1,0,69,1
34118,59208,5,6,0,1,other,2,30,3.0,7,0,0,72,0
34119,34340,7,4,0,1,other,1,45,5.0,16,0,0,49,0
34120,24357,4,28,0,1,sourcing,2,34,5.0,7,0,0,61,0
34121,48159,7,4,2,1,sourcing,2,42,3.0,7,0,0,51,0
34122,72692,5,11,2,0,other,1,51,4.0,18,0,0,69,0
34123,40910,5,11,2,1,other,2,39,3.0,8,0,0,66,0
34124,33881,7,11,0,0,sourcing,1,32,3.0,6,1,0,45,0
34125,27650,1,14,0,0,other,2,30,3.0,2,0,0,60,0
34126,30631,8,26,0,1,sourcing,1,39,3.0,4,0,0,81,0
34127,35293,5,11,2,0,sourcing,1,60,4.0,5,1,0,68,0
34128,50403,8,19,0,1,other,4,27,5.0,2,1,0,75,0
34129,77107,7,14,0,0,other,1,29,3.0,7,0,0,53,0
34130,2444,0,27,0,1,other,1,28,1.0,4,0,0,81,0
34131,13671,4,24,2,1,other,1,52,5.0,9,0,0,61,0
34132,73676,7,24,0,1,sourcing,1,28,3.0,5,0,0,51,0
34133,43037,5,28,0,1,other,1,29,3.0,5,0,0,71,0
34134,60581,3,14,1,1,sourcing,1,27,3.0,4,0,0,62,0
34135,19819,7,20,0,1,sourcing,1,27,4.0,3,1,0,45,0
34136,49109,4,18,0,1,other,2,32,5.0,6,1,0,61,0
34137,27862,7,15,0,1,sourcing,1,42,1.0,12,0,0,49,0
34138,46523,8,28,2,0,other,1,42,1.0,10,0,0,78,0
34139,59177,5,11,0,0,other,1,29,2.0,6,0,0,70,0
34140,15453,4,11,0,0,sourcing,1,51,5.0,14,1,0,60,0
34141,43134,3,11,2,1,other,1,35,2.0,6,0,0,60,0
34142,69029,7,11,0,0,sourcing,1,43,2.0,4,0,0,48,0
34143,27084,1,11,2,1,sourcing,3,37,4.0,8,0,0,63,0
34144,38136,5,23,0,0,other,1,32,3.0,5,1,0,72,0
34145,29191,5,14,2,1,sourcing,1,34,1.0,7,1,0,69,0
34146,7533,7,16,0,1,sourcing,1,28,3.329255780917055,1,0,0,50,0
34147,62553,0,31,0,1,sourcing,1,36,3.0,3,1,0,83,0
34148,15779,8,23,0,0,other,1,34,3.0,9,0,0,83,0
34149,37401,6,11,2,1,sourcing,1,36,3.0,8,1,0,85,0
34150,53717,8,15,2,0,sourcing,2,32,3.0,7,0,0,79,0
34151,72699,5,11,0,0,sourcing,1,59,2.0,13,0,0,75,0
34152,12630,7,28,0,1,sourcing,2,49,2.0,14,0,0,51,0
34153,59057,7,18,0,1,sourcing,2,30,3.0,4,0,0,51,0
34154,35594,4,24,2,1,other,1,39,3.0,12,0,0,64,0
34155,12965,4,5,0,1,other,1,36,3.0,3,0,0,55,0
34156,74045,5,22,0,1,sourcing,1,29,4.0,4,0,0,68,0
34157,44989,8,20,0,1,other,1,30,3.0,4,0,0,83,0
34158,77028,7,31,2,1,other,1,33,3.0,8,0,0,54,0
34159,48388,8,4,2,1,other,1,34,3.0,4,0,0,82,0
34160,27496,2,31,0,1,other,1,30,3.0,7,0,0,50,0
34161,9128,8,11,0,1,referred,2,25,3.0,2,1,0,82,0
34162,36504,7,4,0,1,sourcing,1,29,4.0,6,0,0,48,0
34163,8037,4,14,2,1,other,1,49,2.0,7,0,0,62,0
34164,26170,4,20,2,1,sourcing,2,36,3.0,7,0,0,57,0
34165,57325,1,4,2,1,sourcing,1,32,3.0,5,1,0,59,0
34166,64727,7,14,0,1,other,3,32,4.0,5,0,0,45,0
34167,76751,2,14,0,1,sourcing,1,28,3.329255780917055,1,0,0,51,0
34168,6032,4,25,0,1,sourcing,1,32,3.0,4,0,0,57,0
34169,59724,4,29,2,1,sourcing,1,46,3.0,7,0,0,67,0
34170,62604,7,11,0,1,sourcing,1,54,5.0,7,0,0,52,0
34171,71605,5,0,2,0,other,1,32,3.0,6,0,0,66,0
34172,357,8,11,0,0,other,1,52,3.0,12,0,0,81,0
34173,52166,4,11,0,0,other,1,52,2.0,18,0,0,62,0
34174,25347,8,26,0,1,sourcing,1,27,5.0,3,1,0,75,0
34175,4483,1,6,0,1,other,1,28,1.0,6,0,0,59,0
34176,3569,5,31,0,0,other,1,32,4.0,6,1,0,71,0
34177,65539,5,11,0,1,sourcing,2,34,5.0,6,1,0,70,0
34178,68762,8,11,0,0,sourcing,1,52,2.0,18,0,0,78,0
34179,6733,7,28,2,1,other,1,57,3.0,12,0,0,50,0
34180,65102,7,4,0,1,other,1,40,3.0,7,0,0,53,0
34181,43180,8,11,0,1,other,2,54,4.0,15,0,0,82,0
34182,30007,4,14,0,1,sourcing,1,28,3.329255780917055,1,1,0,59,0
34183,51393,4,11,0,1,other,1,58,4.0,18,0,0,59,0
34184,10001,7,20,2,0,other,1,36,3.0,6,0,0,52,0
34185,15802,7,11,0,0,referred,1,33,3.0,2,0,0,49,0
